year,month,alt_0,alt_1,alt_2,alt_3,alt_4,alt_5,alt_6,alt_7,alt_8,alt_9,alt_10,alt_11,alt_12,alt_13,alt_14,alt_15,alt_16,alt_17,alt_18,alt_19,alt_20,alt_21,alt_22,alt_23,alt_24,alt_25,alt_26,alt_27,alt_28,alt_29,alt_30,alt_31,alt_32,alt_33,alt_34,alt_35
2021,1,2.387164767264212e-10,4.910420903942495e-11,1.328968458097762e-11,4.212431115326568e-12,1.4682905259009617e-12,5.460967302160175e-13,2.147978368221045e-13,8.983978178416377e-14,4.058624988287493e-14,2.0120997633476878e-14,1.1131104644543964e-14,6.907688278797651e-15,4.731672092096015e-15,3.4760608943333172e-15,2.672330382697104e-15,2.1138814139348142e-15,1.7057065836010886e-15,1.413325150890123e-15,1.1978282891231556e-15,1.0325222435524283e-15,9.009991759470214e-16,7.928923460803861e-16,6.992432266204775e-16,6.170342811462537e-16,5.448497426179904e-16,4.806767563854824e-16,4.2382522337768447e-16,3.749590001952282e-16,3.329620119641018e-16,2.9680114718215276e-16,2.656051410536494e-16,2.3863833039376128e-16,2.1527887186790605e-16,1.950005794023893e-16,1.7735773900759111e-16,1.6197239305197003e-16
2021,2,2.475948511335091e-10,5.114052913784171e-11,1.3896294661935228e-11,4.419825747171458e-12,1.5447972909168318e-12,5.757441003962072e-13,2.2680136279933958e-13,9.496114251233756e-14,4.292820235919662e-14,2.1268073898366632e-14,1.1746495785201443e-14,7.27768848390512e-15,4.977745636879856e-15,3.648828209720439e-15,2.7963255555354506e-15,2.2029963942590986e-15,1.7688027977727157e-15,1.4565035283851635e-15,1.2253407963752869e-15,1.0474721528882295e-15,9.057602654238002e-16,7.89358529171968e-16,6.931765178005811e-16,6.110847049389031e-16,5.392180357563273e-16,4.755241735658014e-16,4.19226129055172e-16,3.7084550792243415e-16,3.292700624718803e-16,2.934763030084695e-16,2.6260096746234233e-16,2.3591508448815455e-16,2.12802431657434e-16,1.9274156280673367e-16,1.7529077504398439e-16,1.600755160730971e-16
2021,3,2.6564576398607986e-10,5.5270765552771046e-11,1.5099417357801628e-11,4.821780504520558e-12,1.68953357135053e-12,6.303657085946727e-13,2.4829932235052523e-13,1.0388742014152316e-13,4.693309394574189e-14,2.3274326819023244e-14,1.2879220824612482e-14,7.985924015948e-15,5.4532769995916855e-15,3.982391898780347e-15,3.034631557964513e-15,2.372981903977376e-15,1.888255970118841e-15,1.53939169613178e-15,1.280920772207821e-15,1.0818463740742996e-15,9.231654680939314e-16,7.929230190800599e-16,6.897908297333341e-16,6.083931174495855e-16,5.369959385071526e-16,4.7359336757435335e-16,4.1748009366970753e-16,3.692802355611482e-16,3.27882327394867e-16,2.922596695739634e-16,2.6154685032259654e-16,2.3501356367576187e-16,2.1204286640284372e-16,1.921130446352181e-16,1.7478245493122063e-16,1.596768343030441e-16
2021,4,2.6169197722738073e-10,5.409184718121187e-11,1.469065689919934e-11,4.663907129214151e-12,1.6242909734904246e-12,6.023659314600065e-13,2.360048719294758e-13,9.83856206678639e-14,4.4416540793381766e-14,2.2102349962047253e-14,1.2314984229961815e-14,7.694746480303067e-15,5.285929063920523e-15,3.874654806843157e-15,2.957831997641565e-15,2.313779650601962e-15,1.8399460570243798e-15,1.4970780121727748e-15,1.2420816007862225e-15,1.0454259572220366e-15,8.88839771772439e-16,7.607117737968081e-16,6.629416584087297e-16,5.840360432374333e-16,5.152185717073637e-16,4.544535739084417e-16,4.009054247728648e-16,3.5495927073383055e-16,3.155307098269154e-16,2.816290212169045e-16,2.5242014049643465e-16,2.2720111651896377e-16,2.0537889231066498e-16,1.8645261540958913e-16,1.6999886160386566e-16,1.5565927817761178e-16
2021,5,2.4625690529132117e-10,5.1057907996593254e-11,1.3914985549657285e-11,4.43859399844453e-12,1.5561544459013697e-12,5.817778443530759e-13,2.297930824804972e-13,9.637294004556738e-14,4.356677452607876e-14,2.1558297281845744e-14,1.1877273970530483e-14,7.333666252308295e-15,4.99972168187703e-15,3.657929202855857e-15,2.802121474869514e-15,2.2092381297934903e-15,1.776240433214131e-15,1.4628233179776975e-15,1.2294028432939235e-15,1.0492707961596627e-15,9.05855077499807e-16,7.885232562087331e-16,6.90599018576992e-16,6.070561907797393e-16,5.346496100086801e-16,4.711413217228398e-16,4.1542005209196317e-16,3.6749750089287593e-16,3.2626714038890295e-16,2.907314766624905e-16,2.600476362990156e-16,2.3350259099510797e-16,2.104925481569964e-16,1.9050572176535516e-16,1.7310788975707312e-16,1.5793026883157878e-16
2021,6,2.3063045721482137e-10,4.819025104027908e-11,1.3212643860144472e-11,4.24727469294385e-12,1.5055524980391835e-12,5.704741309133546e-13,2.2840171368976683e-13,9.676943374687439e-14,4.3861944178220155e-14,2.155128128647699e-14,1.167162965306222e-14,7.0476419945397706e-15,4.715552597777353e-15,3.419546169611199e-15,2.6251271567159285e-15,2.093969014763583e-15,1.7158628981196872e-15,1.446998436575243e-15,1.2498476067832917e-15,1.099944850575794e-15,9.823079814408254e-16,8.873522555405401e-16,7.790410732169815e-16,6.846167617043502e-16,6.028749561946867e-16,5.312771815726548e-16,4.684415894059133e-16,4.1411953597573263e-16,3.6713706416676865e-16,3.264412860846301e-16,2.911367738236264e-16,2.6046091070748895e-16,2.3376345985024895e-16,2.104894618263004e-16,1.9016483826722532e-16,1.7238423457869594e-16
2021,7,2.174188286254879e-10,4.490039754247128e-11,1.2189810014322932e-11,3.88404851052979e-12,1.3656437656817387e-12,5.136927808350377e-13,2.0442576506128613e-13,8.625081247045328e-14,3.9035254572679335e-14,1.9208988902201282e-14,1.0452830491644471e-14,6.358333052948594e-15,4.290079536256677e-15,3.135819517853518e-15,2.4244975963702702e-15,1.9465311711786078e-15,1.605124606391717e-15,1.3627463412712783e-15,1.185772059737371e-15,1.0519848852161689e-15,9.477125441564847e-16,8.641731634043015e-16,7.613016818317394e-16,6.691039790417017e-16,5.892173144716561e-16,5.191781650414155e-16,4.576848358708241e-16,4.045793457123741e-16,3.586998589657405e-16,3.190016209885581e-16,2.845972384994304e-16,2.5473195013165097e-16,2.287631017898626e-16,2.0614296472768375e-16,1.864042813800439e-16,1.691480723247287e-16
2021,8,2.3639081761165353e-10,5.012011990901779e-11,1.3926494530604036e-11,4.5324381011964284e-12,1.6255432452276913e-12,6.226684831864318e-13,2.516815083933736e-13,1.0742123942418715e-13,4.889360487383513e-14,2.400653286536156e-14,1.2927636722331115e-14,7.740029050594272e-15,5.135253557590721e-15,3.696692635869516e-15,2.8210208331456267e-15,2.2393106383016684e-15,1.827169227482293e-15,1.5347134089610304e-15,1.3202005209282378e-15,1.1567082921794725e-15,1.0278720596718474e-15,9.232965239881666e-16,8.121000355030771e-16,7.141823981690387e-16,6.292283845204748e-16,5.546456638110393e-16,4.890560732475335e-16,4.3227292829209734e-16,3.8309656612850736e-16,3.4044652033016666e-16,3.0340247317187743e-16,2.7117929064957354e-16,2.431063726014003e-16,2.1861037520104916e-16,1.9720065834478395e-16,1.7845698133881264e-16
2021,9,2.6598126453009053e-10,5.816160604211183e-11,1.660096809426659e-11,5.53416979392769e-12,2.028612113316833e-12,7.923246015897913e-13,3.2552739950176897e-13,1.4062585750270242e-13,6.441326430627234e-14,3.1593745172116306e-14,1.686072405378342e-14,9.942362523864466e-15,6.4797010165727786e-15,4.581394061525298e-15,3.436708823785232e-15,2.6833469599769083e-15,2.152978381900998e-15,1.7738272397309548e-15,1.4925376041553331e-15,1.2758293200799262e-15,1.1036121703680174e-15,9.631578388665937e-16,8.428812164212196e-16,7.398198416699245e-16,6.511547359574949e-16,5.740029647694942e-16,5.065579107285939e-16,4.480374643307187e-16,3.972233012020467e-16,3.530416317057373e-16,3.145749644096772e-16,2.8103798720200577e-16,2.5175768735460647e-16,2.261567232737427e-16,2.0373939510224707e-16,1.8407974897601045e-16
2021,10,2.9090955393596063e-10,6.745290690897949e-11,2.027137460249816e-11,7.088318949764285e-12,2.722869593533262e-12,1.1132971817680508e-12,4.772616921958947e-13,2.1364142677707908e-13,1.0021441325223951e-13,4.950184154040292e-14,2.6060274100161848e-14,1.4873410463431465e-14,9.293103332999713e-15,6.307789221316043e-15,4.579610642013853e-15,3.4951640051581235e-15,2.7632060297732235e-15,2.249221046842761e-15,1.8712433080900354e-15,1.5818746696782695e-15,1.3533994772674307e-15,1.1686373307577594e-15,1.0163749853036541e-15,8.889699946308933e-16,7.828509235435488e-16,6.925766165792308e-16,6.144100386191689e-16,5.460070156914108e-16,4.86044902798898e-16,4.334200217411636e-16,3.87182659656276e-16,3.4651260122786827e-16,3.1069982319996953e-16,2.7912873918662824e-16,2.512650484632078e-16,2.266445999696158e-16
2021,11,2.8919489956401297e-10,6.687709617464438e-11,2.005413804728433e-11,6.996216865308677e-12,2.6793802634346765e-12,1.0913916861638925e-12,4.659445243169046e-13,2.0778367445485009e-13,9.721901280095457e-14,4.802651233087586e-14,2.5378034418719422e-14,1.4585176225644917e-14,9.187371833961039e-15,6.281482672850503e-15,4.582519084303184e-15,3.503303980644363e-15,2.766063882612915e-15,2.242895180857143e-15,1.855005958723688e-15,1.5563920826895166e-15,1.319870204958185e-15,1.1283948314031697e-15,9.707135385430592e-16,8.396181438478721e-16,7.389568285698895e-16,6.529143839169541e-16,5.785686295995767e-16,5.136309402827977e-16,4.568133722952665e-16,4.0704152132681107e-16,3.633915395893664e-16,3.250666170354939e-16,2.913781693882884e-16,2.617303475261533e-16,2.3560704018586385e-16,2.1256084168706244e-16
2021,12,2.8080908294556294e-10,6.369091391848967e-11,1.8757367320416586e-11,6.4398389556570486e-12,2.432739301326129e-12,9.797147804066645e-13,4.144248536289578e-13,1.8345427481950578e-13,8.533681815875731e-14,4.198516058102671e-14,2.212591239016288e-14,1.2689692226021749e-14,7.981916471835025e-15,5.4603193496514415e-15,3.997204071664159e-15,3.0761996449559775e-15,2.4527996122977617e-15,2.0146621396953134e-15,1.6926804028495865e-15,1.4466012131423602e-15,1.2527517809532544e-15,1.0963758154366332e-15,9.677959916501235e-16,8.56137281938708e-16,7.539807429780803e-16,6.665671376356729e-16,5.90957903158801e-16,5.248720165733696e-16,4.670108474650338e-16,4.162901243388841e-16,3.717774715053206e-16,3.3266847801272125e-16,2.982676640368704e-16,2.6797286815695673e-16,2.4126217890712744e-16,2.1768285670464105e-16
2022,1,2.993035661553637e-10,7.11120155699375e-11,2.183390537164945e-11,7.78877345143643e-12,3.0535043476731215e-12,1.2750545571913478e-12,5.581175333140621e-13,2.5460519670599446e-13,1.2118942661173543e-13,6.034588798607152e-14,3.172976911095169e-14,1.7892384407500155e-14,1.0953724492193432e-14,7.266470149503466e-15,5.171278248573413e-15,3.892010659932375e-15,3.05391544445755e-15,2.4787968330237572e-15,2.063531838789107e-15,1.7501149818469962e-15,1.5053175309862302e-15,1.309006084522636e-15,1.1466908303513655e-15,1.0076106534824885e-15,8.903423292071056e-16,7.903920248400412e-16,7.04040535022412e-16,6.281147585692433e-16,5.612024004486174e-16,5.021593191290118e-16,4.500014723868733e-16,4.0387725530028377e-16,3.6304676016825407e-16,3.2686548075941283e-16,2.947710496729791e-16,2.6627217499825276e-16
2022,2,3.133558684766142e-10,7.673373532785471e-11,2.4207333700769664e-11,8.850940411796838e-12,3.552735873594756e-12,1.5179181230164166e-12,6.790382177644396e-13,3.158727545652189e-13,1.527367555540694e-13,7.679627289424631e-14,4.0439348609245506e-14,2.2630494782103403e-14,1.3647279810214664e-14,8.878738134563359e-15,6.1936004868874746e-15,4.580929782314167e-15,3.5452905923544484e-15,2.8445125346462023e-15,2.344238821916106e-15,1.970287907861829e-15,1.6806272563206852e-15,1.4501348809042703e-15,1.2629556389894202e-15,1.109465346728485e-15,9.814893523386135e-16,8.735090158747413e-16,7.80856187591141e-16,6.991032387025406e-16,6.267422235715965e-16,5.626061955960085e-16,5.056944121160777e-16,4.551407524680307e-16,4.1019115268276946e-16,3.701865913695793e-16,3.3454966888901775e-16,3.027736475298207e-16
2022,3,3.1418995162857776e-10,7.708192746965727e-11,2.437198739796778e-11,8.929159845449844e-12,3.588982624594886e-12,1.5342808093168806e-12,6.863004804481873e-13,3.1910200674959303e-13,1.5421957034054344e-13,7.745892215793393e-14,4.074561808243599e-14,2.281388049678822e-14,1.3798424251090165e-14,9.012108732199915e-15,6.3079187612730736e-15,4.6742474259487175e-15,3.616616419378794e-15,2.8922145622327447e-15,2.369134159265149e-15,1.9747700725030686e-15,1.6677228059437856e-15,1.422985888051797e-15,1.2245375887158234e-15,1.0615311910399067e-15,9.333410794006861e-16,8.294549705549292e-16,7.409508969909123e-16,6.629244225059244e-16,5.939030739904445e-16,5.327696255931057e-16,4.785634408138327e-16,4.304517721522135e-16,3.8770898356083528e-16,3.497006814611767e-16,3.1587105614545103e-16,2.8573245188662205e-16
2022,4,3.181452954749981e-10,7.805943245690022e-11,2.4671635921208867e-11,9.030399053436657e-12,3.6212455810396144e-12,1.541958435495089e-12,6.860928389204277e-13,3.1710846280695163e-13,1.5239480282673438e-13,7.628685490168918e-14,4.014009157169994e-14,2.2562297854494164e-14,1.3728137725975526e-14,9.025171580487753e-15,6.3481875768096895e-15,4.710723242543341e-15,3.635393921597334e-15,2.8931118518598574e-15,2.3538622792186872e-15,1.9450570908790993e-15,1.6251251863980419e-15,1.368812398099639e-15,1.1598747780966873e-15,1.016123154975792e-15,8.97462354826292e-16,7.967624962198079e-16,7.10049409531643e-16,6.337633430855486e-16,5.664818809040175e-16,5.070688677298849e-16,4.545465240999999e-16,4.080679618961042e-16,3.6689667641142294e-16,3.303904862295294e-16,2.9798848632384075e-16,2.692001717183397e-16
2022,5,3.056828820472404e-10,7.31111607833057e-11,2.2568661999164786e-11,8.086679968119552e-12,3.1809886916935757e-12,1.3312645244352046e-12,5.834045664956336e-13,2.6621228477832647e-13,1.2667053534168725e-13,6.308025622780541e-14,3.3191452210890975e-14,1.8731179138452963e-14,1.1468075548755013e-14,7.602891391029653e-15,5.401783712750716e-15,4.053183833172285e-15,3.166484910661884e-15,2.5584328329259233e-15,2.1196656424104315e-15,1.7882357770354595e-15,1.5287252194977997e-15,1.3197493759879565e-15,1.1539526899916034e-15,1.0162634564322932e-15,8.991708395124161e-16,7.98405865016066e-16,7.107038848648011e-16,6.336224418521131e-16,5.657504326886597e-16,5.059116964898819e-16,4.530951398812231e-16,4.064264105277958e-16,3.6514653287627305e-16,3.285950511414043e-16,2.9619627538366594e-16,2.674477955227342e-16
2022,6,2.5481705968393376e-10,5.5855952265438695e-11,1.597209704924336e-11,5.339353615676926e-12,1.9667634043469916e-12,7.734563925408203e-13,3.202878889380209e-13,1.3937635962865377e-13,6.414106551678055e-14,3.148788617806507e-14,1.6731312080307008e-14,9.774021503930546e-15,6.3006651914250575e-15,4.4208250494291374e-15,3.3102612559288897e-15,2.5959136034662905e-15,2.1023750837619973e-15,1.7503645343416576e-15,1.4892197535168831e-15,1.2886372520106184e-15,1.130408942795207e-15,1.0029397092695203e-15,8.739636704973094e-16,7.63905632572843e-16,6.709529217450805e-16,5.916726343892449e-16,5.233514708358706e-16,4.638774136331717e-16,4.1201808015186967e-16,3.6674303665428e-16,3.2716810270364917e-16,2.925329170730159e-16,2.621826437575671e-16,2.3555273325251015e-16,2.121560627146915e-16,1.9157200040143212e-16
2022,7,2.756205281395132e-10,6.395186158458939e-11,1.9236394264868197e-11,6.743998877759536e-12,2.608927274375513e-12,1.079648845870984e-12,4.702161870983946e-13,2.1412323152708864e-13,1.0196094282552326e-13,5.083954426452346e-14,2.675229683807856e-14,1.507640088883379e-14,9.219152741373434e-15,6.1193195051767935e-15,4.376950002900088e-15,3.3325298557804656e-15,2.6640360870183745e-15,2.214060025631407e-15,1.895990992501915e-15,1.6618814008347226e-15,1.484456629138908e-15,1.3474001178917039e-15,1.1996040062036515e-15,1.0513880665246347e-15,9.28194941697877e-16,8.248765070499678e-16,7.366970005674301e-16,6.589824293679901e-16,5.902669304853733e-16,5.294293683587676e-16,4.755063444458387e-16,4.2766328749168637e-16,3.851734817074236e-16,3.474020294769675e-16,3.137930525509512e-16,2.83859148270499e-16
2022,8,3.0604540459306637e-10,7.441127977671299e-11,2.33432742266457e-11,8.498864735241423e-12,3.4083176181592462e-12,1.4609906593867967e-12,6.581782012855789e-13,3.0909134271477964e-13,1.509748475281186e-13,7.656997086678329e-14,4.0491335726575275e-14,2.2593737003035367e-14,1.34856897742875e-14,8.646769406872117e-15,5.95005724869846e-15,4.368066417754296e-15,3.385696211829369e-15,2.738254324671329e-15,2.2889516227477007e-15,1.963573032001001e-15,1.7202608461247789e-15,1.5344682968700525e-15,1.3911597443331928e-15,1.2353981549854552e-15,1.0910736394223396e-15,9.735861834407622e-16,8.756103026243089e-16,7.888103404712565e-16,7.114733001906612e-16,6.424473806963073e-16,5.80756996993615e-16,5.255623756778915e-16,4.761327413431273e-16,4.3182758042853227e-16,3.920828464284262e-16,3.56400303391658e-16
2022,9,3.297982489766649e-10,8.380652738484593e-11,2.7349543248566125e-11,1.0311778272013813e-11,4.262465979675253e-12,1.874304033180993e-12,8.620665494178183e-13,4.114046761515528e-13,2.0329438586888697e-13,1.0384617073191979e-13,5.507768004751293e-14,3.070732738762257e-14,1.8251005595427844e-14,1.1610137541315076e-14,7.89357003552888e-15,5.698766176736709e-15,4.32130932649039e-15,3.3978273543018864e-15,2.7442252259161015e-15,2.261141476866076e-15,1.89226150453632e-15,1.6040975266453168e-15,1.3755700524045026e-15,1.1963132947151846e-15,1.0544662730909564e-15,9.39963848485018e-16,8.452018304693284e-16,7.612678816052888e-16,6.864773036924373e-16,6.197251335356242e-16,5.60072495975212e-16,5.067092777901707e-16,4.589292684221396e-16,4.161126976946912e-16,3.7771329688871674e-16,3.432482367613607e-16
2022,10,3.478755624125665e-10,9.099762443421155e-11,3.0501611882656505e-11,1.1778172540984556e-11,4.971470605194819e-12,2.2256525542487928e-12,1.0391425420732324e-12,5.019340329845064e-13,2.5029334237310597e-13,1.2851964984142517e-13,6.8250224694137e-14,3.798617577627146e-14,2.2490024316268586e-14,1.4212670106529975e-14,9.570202852358073e-15,6.821651332154824e-15,5.092220770849001e-15,3.935311216733931e-15,3.1185631759714646e-15,2.5160146907151166e-15,2.056473038560113e-15,1.6976008855664331e-15,1.4127034780670492e-15,1.2270239073079312e-15,1.0842404821299571e-15,9.673502223708376e-16,8.694083958502147e-16,7.82662100767792e-16,7.054247049352241e-16,6.365381874893772e-16,5.750196048865753e-16,5.200218430056577e-16,4.708073799848929e-16,4.2672979584156507e-16,3.8722004055324393e-16,3.517757441544241e-16
